source_row_id,material_key,UTS_MPa,YS_MPa,dataset_label,log_ys,log_uts,uts_ys_ratio
171,Co:0.1724137931|Cr:0.1724137931|Cu:0.1724137931|Fe:0.1724137931|Ni:0.1724137931|Ti:0.1379310345,1848.0,1042.0,borg,3.0178677189635055,3.2667019668840878,1.7735124760076775
18,Co:0.2377555873|Cr:0.2377555873|Fe:0.2377555873|Nb:0.04897765097|Ni:0.2377555873,807.0,403.0,borg,2.6053050461411096,2.90687353472207,2.002481389578164
19,Co:0.2320724066|Cr:0.2320724066|Fe:0.2320724066|Nb:0.07171037364|Ni:0.2320724066,879.0,479.0,borg,2.680335513414563,2.9439888750737717,1.8350730688935282
20,Co:0.2266545784|Cr:0.2266545784|Fe:0.2266545784|Nb:0.09338168631|Ni:0.2266545784,1004.0,638.0,borg,2.8048206787211623,3.0017337128090005,1.573667711598746
21,Co:0.25|Cr:0.25|Fe:0.25|Ni:0.25,413.0,148.0,borg,2.1702617153949575,2.615950051656401,2.7905405405405403
231,Co:0.2|Cr:0.2|Cu:0.2|Fe:0.2|Ni:0.2,888.0,230.0,borg,2.361727836017593,2.948412965778601,3.860869565217391
239,Al:0.2249718785|Cu:0.2|Fe:0.150056243|Ni:0.2|Ti:0.2249718785,1326.0,980.0,borg,2.9912260756924947,3.1225435240687545,1.353061224489796
240,Al:0.2249718785|Cu:0.2|Fe:0.150056243|Ni:0.2|Ti:0.2249718785,1326.0,980.0,borg,2.9912260756924947,3.1225435240687545,1.353061224489796
241,Al:0.2|Cu:0.2|Fe:0.2|Ni:0.2|Ti:0.2,1617.0,1074.0,borg,3.0310042813635367,3.208710019906401,1.505586592178771
242,Al:0.25|Cu:0.25|Ni:0.25|Ti:0.25,536.0,300.0,borg,2.4771212547196626,2.72916478969277,1.7866666666666666
243,Al:0.8012820513|Cu:0.04967948718|Li:0.04967948718|Mg:0.04967948718|Zn:0.04967948718,879.0,488.0,borg,2.6884198220027105,2.9439888750737717,1.8012295081967213
244,Al:0.8012820513|Li:0.04967948718|Mg:0.04967948718|Sn:0.04967948718|Zn:0.04967948718,836.0,415.0,borg,2.6180480967120925,2.9222062774390163,2.014457831325301
247,Al:0.3125|Li:0.15625|Mg:0.3125|Sn:0.0625|Zn:0.15625,546.0,546.0,borg,2.7371926427047373,2.7371926427047373,1.0
248,Al:0.2|Li:0.2|Mg:0.2|Sn:0.2|Zn:0.2,615.0,600.0,borg,2.7781512503836434,2.788875115775417,1.025
250,Al:0.05992719126|Nb:0.1999439933|Ta:0.1598991879|Ti:0.280033604|V:0.04004480538|Zr:0.2601512181,2061.0,1965.0,borg,3.2933625547114453,3.3140779917792127,1.048854961832061
251,Al:0.05992719126|Nb:0.1999439933|Ta:0.1598991879|Ti:0.280033604|V:0.04004480538|Zr:0.2601512181,693.0,678.0,borg,2.8312296938670634,2.8407332346118066,1.0221238938053097
252,Al:0.05992719126|Nb:0.1999439933|Ta:0.1598991879|Ti:0.280033604|V:0.04004480538|Zr:0.2601512181,189.0,166.0,borg,2.220108088040055,2.2764618041732443,1.1385542168674698
253,Al:0.05992719126|Nb:0.1999439933|Ta:0.1999439933|Ti:0.280033604|Zr:0.2601512181,2054.0,1965.0,borg,3.2933625547114453,3.3126004392612596,1.0452926208651399
