target,entity_index,material_key,group,entity_distance,scope,group_distance,group_n
solubility,3516,CCCCOC(=O)CC(CC(=O)OCCCC)(OC(C)=O)C(=O)OCCCC,acyclic:CCCCOC(=O)CC(CC(=O)OCCCC)(OC(C)=O)C(=O)OCCCC,0.4,q2,0.4,1
solubility,3524,CCCCOC(=O)CCO,acyclic:CCCCOC(=O)CCO,0.21739130434782605,q1,0.21739130434782605,1
solubility,3547,CCCCOC(=O)c1ccccc1N/N=C1\C(=O)C(C(=O)Nc2ccc3[nH]c(=O)[nH]c3c2)=Cc2ccccc21,O=C(Nc1ccc2[nH]c(=O)[nH]c2c1)C1=Cc2ccccc2C(=NNc2ccccc2)C1=O,0.3827160493827161,q2,0.294755877034358,4
solubility,3550,CCCCOC(=O)n1cnc2c1c(=O)n(C)c(=O)n2C,O=c1[nH]c(=O)c2[nH]cnc2[nH]1,0.5849056603773585,q4,0.5675675675675675,39
solubility,3555,CCCCOC=O,acyclic:CCCCOC=O,0.1578947368421053,q1,0.1578947368421053,1
solubility,3571,CCCCOCCOCCOC(=O)CCCCC(=O)OCCOCCOCCCC,acyclic:CCCCOCCOCCOC(=O)CCCCC(=O)OCCOCCOCCCC,0.0,q1,0.0,1
solubility,3572,CCCCOCCOCCOC(C)=O,acyclic:CCCCOCCOCCOC(C)=O,0.0,q1,0.0,1
solubility,3579,CCCCOCOCCCC,acyclic:CCCCOCOCCCC,0.125,q1,0.125,1
solubility,3601,CCCCP(=O)(CCCC)OCC,acyclic:CCCCP(=O)(CCCC)OCC,0.30434782608695654,q2,0.30434782608695654,1
solubility,3604,CCCCS(=O)(=O)NS(=O)(=O)CCCC,acyclic:CCCCS(=O)(=O)NS(=O)(=O)CCCC,0.19999999999999996,q1,0.19999999999999996,1
solubility,3612,CCCC[N+](C)(CCCC)CCCC.[I-],acyclic:CCCC[N+](C)(CCCC)CCCC.[I-],0.5,q3,0.5,1
solubility,3624,CCCCc1ccc2[n-]nnc2c1.[Na+],c1ccc2[n-]nnc2c1,0.6285714285714286,q4,0.6285714285714286,1
solubility,3627,CCCCc1nc(C=O)c(Cl)[nH]1,c1c[nH]cn1,0.6511627906976745,q4,0.653167602245389,28
solubility,3631,CCCCn1c(=O)c2c(ncn2C)n(C)c1=O,O=c1[nH]c(=O)c2[nH]cnc2[nH]1,0.6190476190476191,q4,0.5675675675675675,39
solubility,3634,CCCCn1cnc2c1c(=O)n(C)c(=O)n2C,O=c1[nH]c(=O)c2[nH]cnc2[nH]1,0.5853658536585367,q4,0.5675675675675675,39
solubility,3636,CCCN,acyclic:CCCN,0.4444444444444444,q2,0.4444444444444444,1
solubility,3644,CCCN(CCC)CCC,acyclic:CCCN(CCC)CCC,0.4285714285714286,q2,0.4285714285714286,1
solubility,3666,CCCNc1nc(Cl)nc(NC(C)C)n1,c1ncncn1,0.4864864864864865,q4,0.6341463414634146,45
solubility,3671,CCCOC(=O)C1CCCCC1C(=O)OCCC,C1CCCCC1,0.5555555555555556,q4,0.6046511627906976,117
solubility,3672,CCCOC(=O)CC,acyclic:CCCOC(=O)CC,0.2857142857142857,q1,0.2857142857142857,1
solubility,3673,CCCOC(=O)CCC,acyclic:CCCOC(=O)CCC,0.1578947368421053,q1,0.1578947368421053,1
