repetition,comparator,relative_log_rmse_gain,spearman_gain,raw_r2_gain
46,LiBOB_wrong_salt_control,0.3331259170764399,0.11819692662459702,0.5613461601447445
46,LiBF4_fluorinated_control,0.37340273890691966,0.14142699110534762,0.6728405517997846
47,state_only,0.2893315766977703,0.1644487731222808,0.20865383614189215
47,chemistry_permuted,0.26994771346513136,0.13214091668299943,0.1453345711227625
47,without_LiPF6,0.16960795568654852,0.03433912607348499,0.23694694855922782
47,LiPF6_only,0.2799930704953937,0.049839728829061625,-0.04175778347112025
47,LiBOB_wrong_salt_control,0.3515719123932065,0.12514735841783808,0.43834106108499926
47,LiBF4_fluorinated_control,0.3892269508717545,0.12917100659455705,0.6856350620685816
48,state_only,0.25604382333676456,0.1500977510058007,0.19566949067000639
48,chemistry_permuted,0.24017652142717283,0.12033101597189932,0.13809922824924437
48,without_LiPF6,0.10890037850551171,0.016256896865272874,0.2556278957062197
48,LiPF6_only,0.2854544594532765,0.06019248569764957,-0.013400460952714743
48,LiBOB_wrong_salt_control,0.28171024199647243,0.11036781210297586,0.3687244426176265
48,LiBF4_fluorinated_control,0.3856989922578259,0.1336776694094357,0.7592021916728838
49,state_only,0.30403654745692343,0.151015189127236,0.2073739386804685
49,chemistry_permuted,0.2741254609597378,0.11486074924852396,0.15161452747813542
49,without_LiPF6,0.16998201062454588,0.03865759659688739,0.2547859834280952
49,LiPF6_only,0.276220085315804,0.042685929423176505,-0.03093232019865988
49,LiBOB_wrong_salt_control,0.3674462104937094,0.15806130016256537,0.44221497624176587
49,LiBF4_fluorinated_control,0.4105049723995742,0.11171175543220391,0.7452777888912888
50,state_only,0.2460152419012278,0.1457259631515595,0.21033214583510385
50,chemistry_permuted,0.23718171255199094,0.11866203999928282,0.1705220052704347
50,without_LiPF6,0.14990774841042065,0.05852947764044092,0.26165301643441474
50,LiPF6_only,0.33482482726314633,0.04591863112851957,-0.037823035516365344
50,LiBOB_wrong_salt_control,0.29483920626882265,0.1355215243600285,0.4381475476268437
50,LiBF4_fluorinated_control,0.43954080648022076,0.12248315970031132,0.800260320098588
51,state_only,0.2716894633368089,0.1701791094363364,0.20546110842086585
51,chemistry_permuted,0.2673070594221837,0.15105171315915122,0.18463424005084728
51,without_LiPF6,0.13614934294943548,0.0269827747104614,0.28718630314482285
51,LiPF6_only,0.3278646448303635,0.0768749379744369,-0.022127019496284595
51,LiBOB_wrong_salt_control,0.23448716030796135,0.12077586383029348,0.19517980665175283
51,LiBF4_fluorinated_control,0.405875050010862,0.15031018306900634,0.6933567504209326
52,state_only,0.26629778117364644,0.11976040000447141,0.17620374650714754
52,chemistry_permuted,0.24855415983875384,0.09192485515585958,0.13045749518455552
52,without_LiPF6,0.18433796621289822,0.04510173626925784,0.2923840947324834
52,LiPF6_only,0.2892208273172273,0.02924613562595535,-0.04325796238427149
52,LiBOB_wrong_salt_control,0.3161368516932669,0.1236231046233719,0.3429884213961806
52,LiBF4_fluorinated_control,0.43485223031158526,0.10318135621439628,0.7695998204601324
53,state_only,0.2587717833790443,0.14221996882360255,0.2140318581621068
53,chemistry_permuted,0.24281770243784861,0.10948926647930324,0.15403460510816713
53,without_LiPF6,0.1741998221736999,0.04538623288705046,0.2540415465999818
53,LiPF6_only,0.2817915168977304,0.0389290458603504,-0.03576723077274879
53,LiBOB_wrong_salt_control,0.3134906385998104,0.144844563163268,0.3699491569891431
53,LiBF4_fluorinated_control,0.4132257058952047,0.11662406898788324,0.7507981401807159
54,state_only,0.30046867892601714,0.195072809675089,0.2977314293786031
54,chemistry_permuted,0.2844543683921349,0.16124355766158927,0.2212558252147
54,without_LiPF6,0.17206094707162678,0.047664281492104554,0.27529097436442196
54,LiPF6_only,0.29473511469399727,0.06396827881079126,-0.007130028638171915
54,LiBOB_wrong_salt_control,0.3611179931299554,0.1688159732159944,0.6263040401939642
54,LiBF4_fluorinated_control,0.3873121818228197,0.14676052791867666,0.6945048958808968
55,state_only,0.26305574921609187,0.15484882338512151,0.2089024720459305
55,chemistry_permuted,0.25840528942795704,0.13649162494639644,0.18830647138724987
55,without_LiPF6,0.15136737000717593,0.03546365869914003,0.26568238443295367
55,LiPF6_only,0.32343664191673227,0.05513615566737118,-0.02637368749887714
55,LiBOB_wrong_salt_control,0.32041757346769206,0.15231702083543142,0.4028500681282725
55,LiBF4_fluorinated_control,0.4369181493371417,0.1375472840897488,0.7647053354431104
56,state_only,0.29403188761864785,0.16279013802423792,0.21998707413505802
56,chemistry_permuted,0.27483974055020144,0.12516821411295975,0.12806004448812502
56,without_LiPF6,0.1683221074386264,0.038864495064376836,0.2838600538186393
56,LiPF6_only,0.31797573951939606,0.059396158196203586,-0.018051187568433935
56,LiBOB_wrong_salt_control,0.3374365718549823,0.13533371890252255,0.5318030261018265
56,LiBF4_fluorinated_control,0.40963128255352865,0.14373623375569688,0.7134294194764561
57,state_only,0.26047536066388766,0.16309689403656347,0.2350568599467231
57,chemistry_permuted,0.24809345058884813,0.1330093816487702,0.17976608426017016
57,without_LiPF6,0.17060121611200574,0.046012181442221856,0.2816918532540871
57,LiPF6_only,0.2722088221871013,0.04898762849193772,-0.01764408806447937
57,LiBOB_wrong_salt_control,0.30059649255160703,0.12970153146544172,0.3619726531763
57,LiBF4_fluorinated_control,0.4071897223616655,0.1344938919526567,0.8029067243545629
58,state_only,0.2684199002313943,0.147524715431127,0.16384822453213121
58,chemistry_permuted,0.26061648507420465,0.1250317573083679,0.14905081249120178
58,without_LiPF6,0.1853926809526122,0.04334229727054595,0.31743766261503326
58,LiPF6_only,0.32464758359618795,0.037089544632307736,-0.08815152461223508
58,LiBOB_wrong_salt_control,0.28515277448539544,0.13879307122600315,0.2452820143485579
