scope,seed,score,initial_source_spearman,source_weight,first_hit_rank,first_hit_fraction,top10_recall_top5,top10_enrichment,score_outcome_spearman,ensemble_spread_absolute_error_spearman,ensemble_spread_outcome_spearman,target_mean_outcome_spearman,mean_absolute_error
hard_ood_40pct,50,ucb_beta_0.5,0.34363782317247693,,4.0,0.09090909090909091,0.3333333333333333,2.933333333333333,0.26076231970875474,0.4587841480918962,-0.3028230348769328,0.34262545661326227,3.240182971694546
hard_ood_40pct,50,ucb_beta_1,0.34363782317247693,,10.0,0.22727272727272727,0.0,0.0,0.14163734117874716,0.4587841480918962,-0.3028230348769328,0.34262545661326227,3.240182971694546
hard_ood_40pct,50,ucb_beta_2,0.34363782317247693,,6.0,0.13636363636363635,0.0,0.0,0.05525761741054261,0.4587841480918962,-0.3028230348769328,0.34262545661326227,3.240182971694546
hard_ood_40pct,50,ensemble_spread_only,0.34363782317247693,,13.0,0.29545454545454547,0.0,0.0,-0.3028230348769328,0.4587841480918962,-0.3028230348769328,0.34262545661326227,3.240182971694546
hard_ood_40pct,50,composition_novelty_only,0.34363782317247693,,8.0,0.18181818181818182,0.0,0.0,0.09758342242570182,0.4587841480918962,-0.3028230348769328,0.34262545661326227,3.240182971694546
hard_ood_40pct,50,thermoelectric_prior_high,0.34363782317247693,,3.0,0.06818181818181818,0.3333333333333333,2.933333333333333,0.6674668462326426,0.4587841480918962,-0.3028230348769328,0.34262545661326227,3.240182971694546
hard_ood_40pct,50,thermoelectric_prior_low,0.34363782317247693,,22.0,0.5,0.0,0.0,-0.6674668462326426,0.4587841480918962,-0.3028230348769328,0.34262545661326227,3.240182971694546
hard_ood_40pct,50,equal_positive_rank_fusion,0.34363782317247693,,7.0,0.1590909090909091,0.0,0.0,0.5430478823842714,0.4587841480918962,-0.3028230348769328,0.34262545661326227,3.240182971694546
hard_ood_40pct,50,credibility_weighted_signed_rank_fusion,0.34363782317247693,0.34363782317247693,4.0,0.09090909090909091,0.3333333333333333,2.933333333333333,0.4053208124284068,0.4587841480918962,-0.3028230348769328,0.34262545661326227,3.240182971694546
hard_ood_40pct,50,target_mean_novelty_rank_fusion,0.34363782317247693,,4.0,0.09090909090909091,0.3333333333333333,2.933333333333333,0.40754483864688906,0.4587841480918962,-0.3028230348769328,0.34262545661326227,3.240182971694546
official_test,51,target_mean,0.513490685516378,,1.0,0.00909090909090909,0.5,5.0,0.27082009016811337,0.4311687444225889,-0.047924196122181,0.27082009016811337,2.2589051042218053
official_test,51,ucb_beta_0.25,0.513490685516378,,2.0,0.01818181818181818,0.5,5.0,0.3013244827108901,0.4311687444225889,-0.047924196122181,0.27082009016811337,2.2589051042218053
official_test,51,ucb_beta_0.5,0.513490685516378,,3.0,0.02727272727272727,0.5,5.0,0.3415504023062671,0.4311687444225889,-0.047924196122181,0.27082009016811337,2.2589051042218053
official_test,51,ucb_beta_1,0.513490685516378,,13.0,0.11818181818181818,0.0,0.0,0.3152774679423021,0.4311687444225889,-0.047924196122181,0.27082009016811337,2.2589051042218053
official_test,51,ucb_beta_2,0.513490685516378,,5.0,0.045454545454545456,0.5,5.0,0.199458217107749,0.4311687444225889,-0.047924196122181,0.27082009016811337,2.2589051042218053
official_test,51,ensemble_spread_only,0.513490685516378,,1.0,0.00909090909090909,0.3333333333333333,3.333333333333333,-0.047924196122181,0.4311687444225889,-0.047924196122181,0.27082009016811337,2.2589051042218053
official_test,51,composition_novelty_only,0.513490685516378,,5.0,0.045454545454545456,0.16666666666666666,1.6666666666666665,-0.19734276425017083,0.4311687444225889,-0.047924196122181,0.27082009016811337,2.2589051042218053
official_test,51,thermoelectric_prior_high,0.513490685516378,,3.0,0.02727272727272727,0.16666666666666666,1.6666666666666665,0.1305234985252219,0.4311687444225889,-0.047924196122181,0.27082009016811337,2.2589051042218053
official_test,51,thermoelectric_prior_low,0.513490685516378,,78.0,0.7090909090909091,0.0,0.0,-0.1305234985252219,0.4311687444225889,-0.047924196122181,0.27082009016811337,2.2589051042218053
official_test,51,equal_positive_rank_fusion,0.513490685516378,,5.0,0.045454545454545456,0.3333333333333333,3.333333333333333,0.2259395561946106,0.4311687444225889,-0.047924196122181,0.27082009016811337,2.2589051042218053
official_test,51,credibility_weighted_signed_rank_fusion,0.513490685516378,0.5,2.0,0.01818181818181818,0.3333333333333333,3.333333333333333,0.26132961510259434,0.4311687444225889,-0.047924196122181,0.27082009016811337,2.2589051042218053
