composition_key,band_gap,band_gap_q25,band_gap_q75,n_dois,n_extractions,element_system,formula_name,band_gap_iqr
Bi:0.25000000|Cl:0.25000000|Fe:0.25000000|O:0.25000000,2.455,2.455,2.455,1,2,Bi-Cl-Fe-O,Fe / BiOCl,0.0
Bi:0.25000000|Cl:0.25000000|O:0.25000000|S:0.25000000,3.0,3.0,3.0,1,1,Bi-Cl-O-S,BiOCl-S,0.0
Bi:0.25000000|Cl:0.25000000|O:0.25000000|V:0.25000000,3.285,3.285,3.285,1,1,Bi-Cl-O-V,BiOCl-Vo,0.0
Bi:0.25000000|Cl:0.25000000|O:0.25000000|W:0.25000000,3.19,3.19,3.19,1,1,Bi-Cl-O-W,BiOCl(W),0.0
Bi:0.25000000|Co:0.50000000|Y:0.25000000,0.84,0.84,0.84,1,4,Bi-Co-Y,Co2YBi,0.0
Bi:0.25000000|Cu:0.25000000|O:0.25000000|S:0.25000000,0.4,0.4,0.4,1,1,Bi-Cu-O-S,BiOCuS,0.0
Bi:0.25000000|Cu:0.25000000|O:0.25000000|Se:0.25000000,0.8,0.8,0.875,10,15,Bi-Cu-O-Se,BiCuSeO,0.07499999999999996
Bi:0.25000000|Cu:0.25000000|O:0.25000000|Te:0.25000000,0.21,0.21,0.21,1,1,Bi-Cu-O-Te,BiOCuTe,0.0
Bi:0.25000000|Cu:0.25000000|S:0.50000000,1.55,1.55,1.55,1,3,Bi-Cu-S,CuBiS2,0.0
Bi:0.25000000|Cu:0.25000000|Se:0.50000000,1.5,1.5,1.5,1,1,Bi-Cu-Se,CuBiSe2,0.0
Bi:0.25000000|Fe:0.25000000|O:0.25000000|W:0.25000000,2.125,2.125,2.125,2,2,Bi-Fe-O-W,BiFeWOx,0.0
Bi:0.25000000|Ge:0.12500000|O:0.62500000,3.35,3.35,3.35,1,1,Bi-Ge-O,Bi2GeO5,0.0
Bi:0.25000000|H:0.25000000|O:0.25000000|P:0.25000000,3.45,3.45,3.45,1,1,Bi-H-O-P,BiOHP,0.0
Bi:0.25000000|H:0.25000000|O:0.25000000|S:0.25000000,1.92,1.92,1.92,1,2,Bi-H-O-S,Bi2O2S2H2,0.0
Bi:0.25000000|I:0.75000000,1.8,1.7125,1.8,10,10,Bi-I,BiI3,0.08750000000000013
Bi:0.25000000|K:0.12500000|Na:0.12500000|S:0.50000000,1.64,1.64,1.64,1,1,Bi-K-Na-S,Na0.5K0.5BiS2,0.0
Bi:0.25000000|Mo:0.12500000|O:0.50000000|V:0.12500000,2.27,2.27,2.27,1,1,Bi-Mo-O-V,MoBi–BiVO4,0.0
Bi:0.25000000|Mo:0.12500000|S:0.62500000,1.2,1.2,1.2,1,1,Bi-Mo-S,MoBi2S5,0.0
Bi:0.25000000|Na:0.25000000|S:0.50000000,1.21,1.21,1.21,1,1,Bi-Na-S,NaBiS2,0.0
Bi:0.25000000|Na:0.75000000,0.43,0.43,0.43,1,1,Bi-Na,Na3Bi,0.0
Bi:0.25000000|O:0.62500000|Si:0.12500000,3.5,3.42,3.76,9,11,Bi-O-Si,Bi2SiO5,0.33999999999999986
Bi:0.25000000|O:0.62500000|Ti:0.12500000,2.74,2.74,2.74,1,1,Bi-O-Ti,Bi2O3 / TiO2,0.0
Bi:0.25000000|O:0.62500000|V:0.12500000,2.13,2.13,2.13,1,1,Bi-O-V,Bi2VO5,0.0
Bi:0.25000000|Se:0.50000000|Tl:0.25000000,0.35,0.35,0.35,1,1,Bi-Se-Tl,TlBiSe2,0.0
Bi:0.25316456|C:0.12025316|I:0.01265823|O:0.61392405,2.68,2.68,2.68,1,1,Bi-C-I-O,(BiO)2(CO3)0.95(I2)0.05,0.0
Bi:0.26086957|Mo:0.08695652|O:0.65217391,3.27,3.27,3.27,2,2,Bi-Mo-O,Bi6Mo2O15,0.0
Bi:0.26086957|O:0.65217391|S:0.08695652,3.36,3.36,3.36,1,3,Bi-O-S,Bi6S2O15,0.0
Bi:0.26666667|C:0.10000000|I:0.06666667|O:0.56666667,2.185,2.185,2.185,1,2,Bi-C-I-O,(BiO)2(CO3)0.75(I2)0.25,0.0
Bi:0.27272727|Nb:0.09090909|O:0.63636364,2.8,2.8,2.8,1,1,Bi-Nb-O,Bi3NbO7,0.0
Bi:0.27272727|O:0.63636364|Ta:0.09090909,2.84,2.82,2.86,3,6,Bi-O-Ta,Bi3TaO7,0.040000000000000036
Bi:0.28571429|Cl:0.07142857|Nb:0.07142857|O:0.57142857,2.395,2.38,2.405,8,8,Bi-Cl-Nb-O,Bi4NbO8Cl,0.02499999999999991
Bi:0.28571429|Cl:0.07142857|O:0.57142857|Ta:0.07142857,2.675,2.6125,2.7375,2,5,Bi-Cl-O-Ta,Bi4TaO8Cl,0.125
Bi:0.28571429|Cl:0.07142857|O:0.57142857|Ti:0.03571429|W:0.03571429,2.36,2.36,2.36,1,1,Bi-Cl-O-Ti-W,Bi4Ti0.5W0.5O8Cl,0.0
Bi:0.28571429|Cu:0.14285714|O:0.57142857,1.65,1.61125,1.7650000000000001,15,20,Bi-Cu-O,CuO–Bi2O3,0.15375000000000005
Bi:0.28571429|K:0.57142857|Zn:0.14285714,0.44,0.44,0.44,1,1,Bi-K-Zn,K4ZnBi2,0.0
Bi:0.28571429|Pb:0.14285714|S:0.57142857,1.6,1.6,1.6,1,1,Bi-Pb-S,Bi2S3–PbS,0.0
Bi:0.28571429|Pb:0.14285714|Se:0.57142857,0.5,0.45,0.55,2,2,Bi-Pb-Se,PbBi2Se4,0.10000000000000003
Bi:0.30000000|Fe:0.10000000|O:0.60000000,1.92,1.92,1.92,2,2,Bi-Fe-O,Bi2O3 / BiFeO3,0.0
Bi:0.30303030|Cd:0.09090909|O:0.60606061,3.22,3.22,3.22,1,1,Bi-Cd-O,Cd3Bi10O20,0.0
Bi:0.30434783|F:0.47826087|O:0.21739130,3.81,3.81,3.81,1,1,Bi-F-O,Bi7F11O5,0.0
Bi:0.31250000|N:0.06250000|O:0.62500000,3.1,3.1,3.1,1,1,Bi-N-O,Bi5O7NO3,0.0
Bi:0.33333333|Br:0.04166667|Cl:0.29166667|O:0.33333333,2.94,2.94,2.94,1,1,Bi-Br-Cl-O,BiOCl0.875Br0.125,0.0
Bi:0.33333333|Br:0.08333333|Cl:0.25000000|O:0.33333333,1.56,1.56,1.56,1,1,Bi-Br-Cl-O,BiOCl0.75Br0.25,0.0
Bi:0.33333333|Br:0.16666667|Cl:0.16666667|O:0.33333333,3.07,3.07,3.07,1,1,Bi-Br-Cl-O,BiOCl / BiOBr,0.0
Bi:0.33333333|Br:0.16666667|I:0.16666667|O:0.33333333,3.0,3.0,3.0,1,1,Bi-Br-I-O,BiOBr-BiOI,0.0
Bi:0.33333333|Br:0.33333333|O:0.33333333,2.73,2.64,2.85,94,114,Bi-Br-O,BiOBr,0.20999999999999996
Bi:0.33333333|Br:0.33333333|Te:0.33333333,0.6,0.6,0.6,1,1,Bi-Br-Te,BiTeBr,0.0
Bi:0.33333333|Cd:0.33333333|Se:0.33333333,1.8725,1.8725,1.8725,1,2,Bi-Cd-Se,BiCdSe,0.0
Bi:0.33333333|Cl:0.08333333|F:0.25000000|O:0.33333333,3.26,3.26,3.26,1,1,Bi-Cl-F-O,BiOF0.75Cl0.25,0.0
Bi:0.33333333|Cl:0.16666667|I:0.16666667|O:0.33333333,2.3200000000000003,2.265,2.375,2,2,Bi-Cl-I-O,BiOCl0.5I0.5,0.10999999999999988
Bi:0.33333333|Cl:0.20000000|I:0.13333333|O:0.33333333,2.03,2.03,2.03,1,1,Bi-Cl-I-O,BiOCl0.6I0.4,0.0
Bi:0.33333333|Cl:0.25000000|I:0.08333333|O:0.33333333,2.12,2.12,2.12,1,1,Bi-Cl-I-O,BiOCl0.75I0.25,0.0
Bi:0.33333333|Cl:0.33333333|O:0.33333333,3.3,3.19,3.4,137,179,Bi-Cl-O,BiOCl,0.20999999999999996
Bi:0.33333333|Cl:0.33333333|Te:0.33333333,0.5,0.5,0.5,1,1,Bi-Cl-Te,BiTeCl,0.0
Bi:0.33333333|Cr:0.33333333|Li:0.33333333,1.8,1.8,1.8,1,1,Bi-Cr-Li,LiCrBi,0.0
Bi:0.33333333|F:0.33333333|O:0.33333333,2.95,2.95,2.95,1,1,Bi-F-O,BiOF,0.0
Bi:0.33333333|Fe:0.33333333|O:0.33333333,2.08,2.08,2.08,1,1,Bi-Fe-O,BiFeO,0.0
Bi:0.33333333|H:0.33333333|O:0.33333333,0.82,0.82,0.82,1,1,Bi-H-O,BiOH,0.0
Bi:0.33333333|H:0.33333333|Pb:0.33333333,0.27,0.27,0.27,1,1,Bi-H-Pb,BiPbH,0.0
Bi:0.33333333|H:0.33333333|V:0.33333333,2.3,2.3,2.3,1,1,Bi-H-V,BiV-H,0.0
Bi:0.33333333|I:0.33333333|O:0.33333333,1.8,1.77,1.86,125,166,Bi-I-O,BiOI,0.09000000000000008
Bi:0.33333333|I:0.33333333|Se:0.33333333,1.475,1.3775,1.5225,3,3,Bi-I-Se,BiSeI,0.14500000000000002
Bi:0.33333333|I:0.33333333|Te:0.33333333,0.57,0.5449999999999999,0.685,3,3,Bi-I-Te,BiTeI,0.14000000000000012
Bi:0.33333333|La:0.33333333|Pt:0.33333333,0.49,0.49,0.49,1,1,Bi-La-Pt,LaPtBi,0.0
Bi:0.33333333|O:0.33333333|S:0.33333333,1.92,1.92,1.92,1,1,Bi-O-S,Bi2O2S2,0.0
Bi:0.33333333|O:0.61904762|P:0.04761905,2.92,2.92,2.92,1,1,Bi-O-P,Bi7(PO4)O9,0.0
Bi:0.33333333|O:0.66666667,2.0,2.0,2.02,9,11,Bi-O,Bi2O4,0.020000000000000018
Bi:0.33333333|Se:0.50000000|Te:0.16666667,0.2,0.2,0.2,1,1,Bi-Se-Te,"Bi2(Te,Se)3",0.0
Bi:0.33333333|Sn:0.66666667,0.92,0.92,0.92,1,1,Bi-Sn,Sn2Bi,0.0
Bi:0.35294118|Ca:0.05882353|O:0.58823529,2.125,2.125,2.125,1,2,Bi-Ca-O,CaBi6O10,0.0
Bi:0.35294118|Cl:0.05882353|O:0.55882353|Ti:0.02941176,2.3,2.3,2.3,1,1,Bi-Cl-O-Ti,Bi12O17Cl2–TiO2,0.0
Bi:0.36363636|Br:0.18181818|O:0.45454545,2.43,2.37,2.47,5,5,Bi-Br-O,Bi4O5Br2,0.10000000000000009
Bi:0.36363636|Cl:0.18181818|O:0.45454545,3.37,3.37,3.37,1,1,Bi-Cl-O,Bi12O15Cl6,0.0
Bi:0.36363636|Ge:0.03030303|O:0.60606061,2.85,2.6100000000000003,3.0250000000000004,3,5,Bi-Ge-O,Bi12GeO20,0.41500000000000004
Bi:0.36363636|I:0.18181818|O:0.45454545,2.415,2.3225,2.5075000000000003,2,3,Bi-I-O,Bi4O5I2,0.1850000000000005
Bi:0.36363636|Mn:0.03030303|O:0.60606061,0.78,0.78,0.78,1,1,Bi-Mn-O,Bi12MnO20,0.0
Bi:0.36363636|O:0.60606061|Ti:0.03030303,2.665,2.5749999999999997,3.5225,4,5,Bi-O-Ti,Bi12TiO20,0.9475000000000002
Bi:0.36619718|Fe:0.02816901|O:0.60563380,2.2,2.2,2.2,1,1,Bi-Fe-O,BiFeO3 / Bi25FeO40,0.0
Bi:0.36842105|I:0.15789474|O:0.47368421,2.02,2.02,2.02,1,1,Bi-I-O,Bi7O9I3,0.0
Bi:0.36900000|Cr:0.03100000|O:0.60000000,1.98,1.98,1.98,1,2,Bi-Cr-O,Bi7.38Cr0.62O12+x,0.0
Bi:0.36923077|Br:0.15384615|O:0.47692308,2.56,2.3175,2.6675,6,7,Bi-Br-O,Bi24O31Br10,0.3500000000000001
Bi:0.36923077|Cl:0.15384615|O:0.47692308,2.7699999999999996,2.7049999999999996,2.835,2,3,Bi-Cl-O,Bi24O31Cl10,0.13000000000000034
Bi:0.37500000|Br:0.12500000|O:0.12500000|Se:0.37500000,2.73,2.73,2.73,1,1,Bi-Br-O-Se,Bi2Se3 / BiOBr,0.0
Bi:0.37500000|Cl:0.12500000|O:0.50000000,2.78,2.7699999999999996,2.8449999999999998,3,3,Bi-Cl-O,Bi3O4Cl,0.07500000000000018
Bi:0.37500000|I:0.12500000|O:0.50000000,2.345,2.2325,2.4575000000000005,2,2,Bi-I-O,Bi7O9I3 / Bi5O7I,0.22500000000000053
Bi:0.37500000|I:0.12500000|Te:0.50000000,0.52,0.52,0.52,1,1,Bi-I-Te,Bi3Te4I,0.0
Bi:0.37735849|O:0.60377358|Ti:0.01886792,2.2249999999999996,2.1574999999999998,2.2925,2,2,Bi-O-Ti,Bi20TiO32,0.13500000000000023
Bi:0.37878788|Fe:0.01515152|O:0.60606061,1.75,1.655,1.835,4,4,Bi-Fe-O,Bi25FeO40,0.17999999999999994
Bi:0.37878788|O:0.60606061|V:0.01515152,2.42,2.42,2.42,1,1,Bi-O-V,Bi25VO40,0.0
Bi:0.38383838|O:0.60606061|Zn:0.01010101,3.0,3.0,3.0,1,1,Bi-O-Zn,ZnBi38O60,0.0
Bi:0.38461538|Ga:0.01538462|O:0.60000000,2.83,2.77,2.89,2,2,Bi-Ga-O,Bi25GaO39,0.1200000000000001
Bi:0.38461538|I:0.07692308|O:0.53846154,2.835,2.76875,2.905,8,8,Bi-I-O,Bi5O7I,0.13624999999999998
Bi:0.38709677|Cl:0.06451613|O:0.54838710,2.315,2.1574999999999998,2.4725,2,2,Bi-Cl-O,Bi12O17Cl2,0.3150000000000004
Bi:0.38775510|Br:0.06122449|S:0.55102041,0.815,0.815,0.815,1,1,Bi-Br-S,Bi19S27Br3,0.0
Bi:0.38775510|Cl:0.06122449|S:0.55102041,1.6,1.6,1.6,1,1,Bi-Cl-S,Bi19Cl3S27,0.0
Bi:0.38775510|I:0.06122449|S:0.55102041,0.73,0.73,0.73,1,1,Bi-I-S,(Bi(Bi2S3)9I3)0.667,0.0
Bi:0.39393939|I:0.06060606|S:0.54545455,0.9,0.79,0.9875,3,4,Bi-I-S,Bi13S18I2,0.1975
Bi:0.39840637|Cu:0.00398406|Se:0.59760956,0.3,0.3,0.3,1,1,Bi-Cu-Se,Cu0.02Bi2Se3,0.0
Bi:0.40000000|Cu:0.30000000|La:0.30000000,0.88,0.88,0.88,1,1,Bi-Cu-La,La3Cu3Bi4,0.0
Bi:0.40000000|O:0.20000000|S:0.40000000,1.25,1.1099999999999999,1.3900000000000001,2,2,Bi-O-S,Bi2OS2,0.28000000000000025
Bi:0.40000000|O:0.40000000|S:0.20000000,1.335,1.3,1.395,4,4,Bi-O-S,Bi2O2S,0.09499999999999997
Bi:0.40000000|O:0.40000000|Se:0.20000000,0.8,0.8,0.85,9,9,Bi-O-Se,Bi2O2Se,0.04999999999999993
Bi:0.40000000|O:0.60000000,2.8,2.57,2.8,137,184,Bi-O,Bi2O3,0.22999999999999998
Bi:0.40000000|S:0.18000000|Se:0.42000000,1.435,1.435,1.435,1,1,Bi-S-Se,Bi2(S0.3Se0.7)3,0.0
Bi:0.40000000|S:0.60000000,1.3175,1.3,1.5,122,158,Bi-S,bismuth sulfide ( Bi2S3 ),0.19999999999999996
Bi:0.40000000|Se:0.20000000|Te:0.40000000,1.6,1.6,1.6,1,1,Bi-Se-Te,Bi2SeTe2,0.0
Bi:0.40000000|Se:0.40000000|Te:0.20000000,0.26,0.245,0.27499999999999997,2,2,Bi-Se-Te,Bi2Se2Te,0.02999999999999997
Bi:0.40000000|Se:0.60000000,0.3,0.3,0.35,55,65,Bi-Se,Bi2Se3,0.04999999999999999
Bi:0.40000000|Te:0.60000000,0.267,0.2075,0.3725,8,8,Bi-Te,Bi2Te3,0.165
Bi:0.41379310|Br:0.01724138|H:0.01724138|O:0.55172414,2.5,2.5,2.5,1,1,Bi-Br-H-O,Bi24O31Br10(OH)δ,0.0
Bi:0.42500000|In:0.50000000|Se:0.07500000,0.232,0.232,0.232,1,1,Bi-In-Se,InBi0.85Se0.15,0.0
Bi:0.42857143|Cl:0.03571429|O:0.53571429,2.36,2.36,2.36,1,1,Bi-Cl-O,Bi12O15Cll6,0.0
Bi:0.42957143|Se:0.57042857,1.38,1.38,1.38,1,1,Bi-Se,Bi2Se3 / Bi1.007Se0.993,0.0
Bi:0.50000000|C:0.50000000,3.4,3.4,3.4,1,1,Bi-C,CzBisPhen,0.0
Bi:0.50000000|Ga:0.50000000,0.4,0.36,0.585,3,3,Bi-Ga,GaBi,0.22499999999999998
Bi:0.50000000|H:0.50000000,1.0,1.0,1.0,1,1,Bi-H,BiH,0.0
Bi:0.50000000|In:0.50000000,0.2,0.2,0.2,1,1,Bi-In,InBi,0.0
Bi:0.50000000|O:0.25000000|S:0.25000000,0.41375,0.41375,0.41375,1,4,Bi-O-S,Bi2OS,0.0
Bi:0.50000000|O:0.33333333|Ti:0.16666667,3.0,3.0,3.0,1,1,Bi-O-Ti,Bi3+ / TiO2,0.0
Bi:0.50000000|O:0.50000000,2.88,2.88,2.88,1,1,Bi-O,BiO,0.0
Bi:0.50000000|Sb:0.50000000,0.43,0.373,0.9199999999999999,3,3,Bi-Sb,SbBi,0.5469999999999999
Bi:0.50000000|Se:0.50000000,1.06,1.06,1.06,1,1,Bi-Se,BiSe,0.0
Bi:0.50000000|Si:0.50000000,0.4,0.4,0.4,1,3,Bi-Si,SiBi,0.0
Bi:0.50000000|Tl:0.50000000,0.261,0.261,0.261,1,1,Bi-Tl,TlBi,0.0
Bi:0.50000000|W:0.50000000,2.535,2.4525,2.6175,2,2,Bi-W,BiW,0.16500000000000004
Bi:0.50000000|Zn:0.50000000,1.48,1.48,1.48,1,1,Bi-Zn,Bi(Zn1,0.0
Bi:0.50350000|Se:0.49650000,1.34,1.34,1.34,1,2,Bi-Se,Bi1.007Se0.993,0.0
Bi:0.65517241|Lu:0.34482759,2.38,2.38,2.38,1,1,Bi-Lu,Bi1.9(Lu,0.0
Bi:1.00000000,1.6582499999999998,0.7825,2.16,18,21,Bi,bismuth,1.3775000000000002
Br:0.01587302|C:0.30158730|H:0.66666667|N:0.01587302,1.72,1.72,1.72,1,2,Br-C-H-N,CTAB,0.0
Br:0.08510638|C:0.34042553|H:0.51063830|N:0.04255319|Pb:0.02127660,2.66,2.66,2.66,1,1,Br-C-H-N-Pb,(PEA)2PbBr4,0.0
Br:0.08510638|C:0.34042553|H:0.51063830|N:0.04255319|Sn:0.02127660,2.8,2.8,2.8,1,1,Br-C-H-N-Sn,PEA2SnBr4,0.0
Br:0.09756098|C:0.34146341|Cu:0.02439024|H:0.48780488|N:0.04878049,1.81,1.81,1.81,1,1,Br-C-Cu-H-N,perovskite (C6H5CH2NH3)2CuBr4,0.0
Br:0.10256410|C:0.20512821|H:0.61538462|N:0.05128205|Pb:0.02564103,3.0,3.0,3.0,1,1,Br-C-H-N-Pb,(C4H9NH3)2PbBr4,0.0
Br:0.11764706|C:0.35294118|Cu:0.05882353|H:0.35294118|I:0.05882353|N:0.05882353,1.5,1.5,1.5,1,3,Br-C-Cu-H-I-N,C6H4NH2CuBr2I,0.0
Br:0.14285714|Cd:0.14285714|I:0.42857143|Rb:0.28571429,4.01,4.01,4.01,1,1,Br-Cd-I-Rb,Rb2CdBrI3,0.0
Br:0.15384615|Cs:0.15384615|H:0.15384615|Hg:0.15384615|I:0.30769231|O:0.07692308,2.42,2.42,2.42,1,1,Br-Cs-H-Hg-I-O,Cs2Hg2Br2I4·H2O,0.0
Br:0.16666667|C:0.08333333|H:0.50000000|I:0.08333333|N:0.08333333|Sn:0.08333333,1.75,1.75,1.75,1,1,Br-C-H-I-N-Sn,CH3NH3SnIBr2,0.0
Br:0.16666667|Cs:0.66666667|Pb:0.16666667,4.0,4.0,4.0,1,1,Br-Cs-Pb,Cs4Pb(Br,0.0
Br:0.18000000|Cs:0.20000000|Ge:0.20000000|I:0.42000000,0.83,0.83,0.83,1,1,Br-Cs-Ge-I,CsGe(I0.7Br0.3)3,0.0
Br:0.19047619|C:0.09523810|Cd:0.04761905|H:0.57142857|N:0.09523810,4.92,4.92,4.92,1,1,Br-C-Cd-H-N,(CH3NH3)2CdBr4,0.0
Br:0.20000000|Cs:0.20000000|I:0.40000000|Pb:0.20000000,1.9,1.86,1.92,13,16,Br-Cs-I-Pb,CsPbI2Br,0.05999999999999983
Br:0.20000000|Cs:0.20000000|I:0.40000000|Sn:0.20000000,1.63,1.63,1.63,1,1,Br-Cs-I-Sn,CsSnI2Br,0.0
Br:0.20000000|Cs:0.40000000|I:0.20000000|Ti:0.20000000,1.58,1.58,1.58,1,1,Br-Cs-I-Ti,Cs2TiI6−xBrx,0.0
Br:0.25000000|C:0.08333333|H:0.41666667|N:0.16666667|Pb:0.08333333,1.47,1.035,1.8649999999999998,3,3,Br-C-H-N-Pb,FAPbBr3,0.8299999999999998
Br:0.25000000|C:0.08333333|H:0.41666667|N:0.16666667|Sn:0.08333333,2.09,1.8450000000000002,2.335,2,3,Br-C-H-N-Sn,FASnBr3,0.48999999999999977
Br:0.25000000|C:0.08333333|H:0.50000000|N:0.08333333|Pb:0.08333333,2.234,2.16,2.3,33,37,Br-C-H-N-Pb,MAPbBr3,0.13999999999999968
Br:0.25000000|C:0.08333333|H:0.50000000|N:0.08333333|Sn:0.08333333,2.1,2.05,2.1500000000000004,2,2,Br-C-H-N-Sn,CH3NH3SnBr3,0.10000000000000053
Br:0.25000000|C:0.18750000|Mo:0.18750000|N:0.18750000|S:0.18750000,3.5,3.5,3.5,1,1,Br-C-Mo-N-S,[Mo6Br8(NCS)6]2−,0.0
Br:0.25000000|Cl:0.25000000|Cs:0.25000000|Pb:0.25000000,2.5,2.5,2.5,1,1,Br-Cl-Cs-Pb,Yb3+-doped CsPb(Cl1−xBrx)3,0.0
Br:0.25000000|Cs:0.25000000|I:0.25000000|Pb:0.25000000,1.8525,1.82875,1.87625,2,2,Br-Cs-I-Pb,CsPb(BrxI1−x)3,0.047499999999999876
Br:0.28571429|Cd:0.14285714|I:0.28571429|Rb:0.28571429,4.01,4.01,4.01,1,1,Br-Cd-I-Rb,Rb2CdBr2I2,0.0
Br:0.28571429|Hg:0.42857143|Se:0.28571429,2.22,2.22,2.22,1,1,Br-Hg-Se,Hg3Se2Br2,0.0
Br:0.30000000|Cs:0.20000000|I:0.30000000|La:0.10000000|Na:0.10000000,4.4,4.4,4.4,1,1,Br-Cs-I-La-Na,Cs2NaLaBr3I3,0.0
Br:0.30000000|Cs:0.20000000|I:0.30000000|Na:0.10000000|Y:0.10000000,4.3,4.3,4.3,1,1,Br-Cs-I-Na-Y,Cs2NaYBr3I3,0.0
Br:0.33333333|Cd:0.16666667|Cl:0.33333333|Mg:0.16666667,4.38,4.38,4.38,1,1,Br-Cd-Cl-Mg,MgBr2 / CdCl2,0.0
Br:0.33333333|Cr:0.33333333|Se:0.33333333,0.385,0.385,0.385,1,2,Br-Cr-Se,CrSeBr,0.0
Br:0.33333333|Ge:0.33333333|N:0.16666667|P:0.16666667,1.49,1.49,1.49,1,1,Br-Ge-N-P,Ge2Br2PN,0.0
Br:0.33333333|I:0.33333333|Sr:0.33333333,5.85,5.85,5.85,1,2,Br-I-Sr,SrBrI,0.0
Br:0.33333333|N:0.33333333|Ti:0.33333333,1.54,1.54,1.54,1,1,Br-N-Ti,α-TiNBr,0.0
Br:0.33333333|Ni:0.33333333|O:0.33333333,3.22,3.22,3.22,1,1,Br-Ni-O,NiO(Br),0.0
Br:0.36363636|O:0.27272727|Pb:0.27272727|Se:0.09090909,3.35,3.35,3.35,2,3,Br-O-Pb-Se,Pb3(SeO3)Br4,0.0
Br:0.40000000|Cs:0.20000000|I:0.20000000|Pb:0.18000000|Sn:0.02000000,1.79,1.79,1.79,1,1,Br-Cs-I-Pb-Sn,CsPb0.9Sn0.1IBr2,0.0
Br:0.40000000|Cs:0.20000000|I:0.20000000|Pb:0.20000000,2.05,2.05,2.05,5,5,Br-Cs-I-Pb,CsPbIBr2,0.0
Br:0.44444444|Cs:0.22222222|I:0.22222222|Ti:0.11111111,1.3924999999999998,1.38875,1.3962499999999998,2,3,Br-Cs-I-Ti,Cs2TiI2Br4,0.00749999999999984
Br:0.50000000|Cl:0.50000000,2.76,2.28,2.8499999999999996,3,3,Br-Cl,BrCl,0.5699999999999998
Br:0.50000000|Cu:0.50000000,0.98,0.7235,1.99,3,3,Br-Cu,CuBr,1.2665
Br:0.50000000|Tl:0.50000000,2.68,2.68,2.68,5,5,Br-Tl,TlBr,0.0
Br:0.54545455|Cs:0.36363636|Pb:0.09090909,3.925,3.4,3.99,10,10,Br-Cs-Pb,Cs4PbBr6,0.5900000000000003
Br:0.54545455|Hg:0.09090909|Tl:0.36363636,1.8,1.8,1.8,1,1,Br-Hg-Tl,Tl4HgBr6,0.0
Br:0.60000000|Cs:0.18200000|Pb:0.20000000|Rb:0.01800000,2.24,2.24,2.24,1,1,Br-Cs-Pb-Rb,Cs0.91Rb0.09PbBr3,0.0
Br:0.60000000|Cs:0.20000000|Ga:0.10000000|Li:0.10000000,0.6885,0.6885,0.6885,1,1,Br-Cs-Ga-Li,Cs2LiGaBr6,0.0
Br:0.60000000|Cs:0.20000000|Ga:0.10000000|Na:0.10000000,0.45,0.45,0.45,1,1,Br-Cs-Ga-Na,Cs2NaGaBr6,0.0
Br:0.60000000|Cs:0.20000000|Pb:0.20000000,2.3,2.2649999999999997,2.36,43,48,Br-Cs-Pb,CsPbBr3,0.0950000000000002
Br:0.60000000|Cs:0.20000000|Sn:0.20000000,1.75,1.75,1.75,1,1,Br-Cs-Sn,CsSnBr3,0.0
Br:0.60000000|Hg:0.20000000|Tl:0.20000000,2.44,2.44,2.44,1,1,Br-Hg-Tl,TlHgBr3,0.0
Br:0.62500000|Cs:0.12500000|Pb:0.25000000,3.0,2.979,3.13,9,18,Br-Cs-Pb,CsPb2Br5,0.1509999999999998
Br:0.62500000|K:0.06250000|Pb:0.25000000|Rb:0.06250000,3.32,3.32,3.32,1,3,Br-K-Pb-Rb,K0.5Rb0.5Pb2Br5,0.0
Br:0.62500000|K:0.12500000|Pb:0.25000000,3.022,3.022,3.022,1,1,Br-K-Pb,KPb2Br5,0.0
Br:0.62500000|Pb:0.25000000|Rb:0.12500000,3.42,3.42,3.42,1,1,Br-Pb-Rb,RbPb2Br5,0.0
Br:0.62500000|Pb:0.25000000|Tl:0.12500000,2.92,2.92,2.92,1,3,Br-Pb-Tl,TlPb2Br5,0.0
Br:0.64285714|Cs:0.21428571|Sb:0.14285714,2.36,2.36,2.36,2,2,Br-Cs-Sb,Cs3Sb2Br9,0.0
Br:0.66666667|Cs:0.22222222|Pb:0.11111111,1.6,1.6,1.6,1,1,Br-Cs-Pb,Cs2PbBr6,0.0
Br:0.66666667|Cs:0.22222222|Pd:0.11111111,1.6,1.6,1.645,5,7,Br-Cs-Pd,Cs2PdBr6,0.04499999999999993
Br:0.66666667|Cs:0.22222222|Ti:0.11111111,1.8,1.7725,1.8,8,9,Br-Cs-Ti,Cs2TiBr6,0.02750000000000008
Br:0.66666667|La:0.33333333,1.0,1.0,1.0,1,1,Br-La,LaBr2,0.0
Br:0.66666667|Mg:0.33333333,6.0,6.0,6.0,1,1,Br-Mg,MgBr2,0.0
Br:0.66666667|Pb:0.25000000|Sr:0.08333333,3.05,3.05,3.05,1,1,Br-Pb-Sr,SrPb3Br8,0.0
Br:0.75000000|Co:0.25000000,0.96,0.96,0.96,1,1,Br-Co,CoBr3,0.0
Br:0.75000000|Cr:0.25000000,1.96,1.8900000000000001,2.0300000000000002,2,2,Br-Cr,CrBr3,0.14000000000000012
Br:0.75000000|Cu:0.25000000,1.035,0.6825,1.3875,2,2,Br-Cu,CuBr3,0.705
Br:0.75000000|La:0.25000000,3.75,3.75,3.75,1,1,Br-La,LaBr3,0.0
