composition_key,band_gap,band_gap_q25,band_gap_q75,n_dois,n_extractions,element_system,formula_name,band_gap_iqr
La:0.20000000|N:0.40000000|O:0.20000000|Ta:0.20000000,2.05,2.0,2.15,4,5,La-N-O-Ta,LaTaON2,0.1499999999999999
La:0.20000000|N:0.60000000|W:0.20000000,1.181,1.181,1.181,1,1,La-N-W,LaWN3,0.0
La:0.20000000|Ni:0.15000000|O:0.60000000|W:0.05000000,2.41,2.41,2.41,1,1,La-Ni-O-W,La(Ni0.75W0.25)O3,0.0
La:0.20000000|O:0.60000000|Sc:0.20000000,0.3,0.3,0.3,1,1,La-O-Sc,LaScO3,0.0
La:0.20000000|O:0.60000000|Ti:0.20000000,3.8,3.8,3.8,1,1,La-O-Ti,LaTiO3+δ,0.0
La:0.20000000|S:0.60000000|Y:0.20000000,2.0,2.0,2.0,1,1,La-S-Y,LaYS3,0.0
La:0.22222222|O:0.55555556|Pd:0.22222222,1.342,1.342,1.342,1,3,La-O-Pd,La2Pd2O5,0.0
La:0.25000000|O:0.25000000|P:0.25000000|Zn:0.25000000,1.075,1.075,1.075,1,2,La-O-P-Zn,LaZnOP,0.0
La:0.25000000|O:0.62500000|Ti:0.12500000,2.99,2.99,2.99,1,1,La-O-Ti,La2O3 / TiO2,0.0
La:0.33333333|O:0.50000000|Ti:0.16666667,2.8,2.8,2.8,1,1,La-O-Ti,La2 / 3TiO3,0.0
La:0.33333333|Rb:0.33333333|Ta:0.33333333,3.0,3.0,3.0,1,1,La-Rb-Ta,RbLaTa_01,0.0
La:0.33333333|S:0.66666667,3.72,3.72,3.72,1,2,La-S,β-LaS2,0.0
La:0.40000000|O:0.40000000|S:0.20000000,4.9,4.9,4.9,1,3,La-O-S,La2O2S,0.0
La:0.40000000|O:0.40000000|Te:0.20000000,2.5,2.5,2.5,1,1,La-O-Te,La2TeO2,0.0
La:0.40000000|O:0.60000000,5.3,4.3374999999999995,5.5874999999999995,26,31,La-O,La2O3,1.25
La:0.40000000|S:0.60000000,2.7,2.7,2.7,1,1,La-S,La2S3,0.0
La:0.50000000|N:0.50000000,0.6,0.6,0.6,1,1,La-N,LaN,0.0
La:1.00000000,3.7,3.7,3.7,1,1,La,Lanthanum,0.0
Li:0.05555556|O:0.66666667|P:0.16666667|Zr:0.11111111,3.5,3.5,3.5,1,1,Li-O-P-Zr,LiZr2(PO4)3,0.0
Li:0.06666667|Mo:0.20000000|O:0.66666667|Rb:0.06666667,3.48,3.48,3.48,1,1,Li-Mo-O-Rb,LiRbMo3O10,0.0
Li:0.07142857|O:0.64285714|P:0.21428571|Sr:0.07142857,5.96,5.96,5.96,1,1,Li-O-P-Sr,LiSrP3O9,0.0
Li:0.10000000|O:0.60000000|Re:0.10000000|Sr:0.20000000,2.21,2.21,2.21,1,1,Li-O-Re-Sr,Sr2LiReO6,0.0
Li:0.10000000|Si:0.90000000,0.46,0.46,0.46,1,1,Li-Si,LiSi9,0.0
Li:0.11111111|Mo:0.11111111|O:0.66666667|V:0.11111111,2.505,2.5025,2.5075,2,2,Li-Mo-O-V,LiVMoO6,0.004999999999999893
Li:0.11111111|Mo:0.16666667|O:0.66666667|Te:0.05555556,2.7,2.7,2.7,1,1,Li-Mo-O-Te,Li2Mo3TeO12,0.0
Li:0.12500000|O:0.62500000|P:0.12500000|V:0.12500000,2.78,2.78,2.78,1,1,Li-O-P-V,triclinic α-LiVOPO4,0.0
Li:0.12790698|Mn:0.29069767|O:0.58139535,1.43,1.43,1.43,1,1,Li-Mn-O,Li0.88Mn2O4,0.0
Li:0.14285714|Mg:0.14285714|O:0.57142857|P:0.14285714,5.5,5.5,5.5,2,2,Li-Mg-O-P,LiMgPO4,0.0
Li:0.14285714|Mn:0.14285714|O:0.57142857|P:0.14285714,3.96,3.96,3.96,1,1,Li-Mn-O-P,LiMnPO4,0.0
Li:0.14285714|Mn:0.28571429|O:0.57142857,1.43,1.3,1.74,5,5,Li-Mn-O,LiMn2O4,0.43999999999999995
Li:0.14285714|Na:0.14285714|O:0.57142857|S:0.14285714,4.29,4.29,4.29,1,1,Li-Na-O-S,β-LiNaSO4,0.0
Li:0.15000000|O:0.60000000|P:0.15000000|Sc:0.10000000,4.681,4.681,4.681,1,1,Li-O-P-Sc,Li3Sc2(PO4)3,0.0
Li:0.15000000|O:0.60000000|P:0.15000000|V:0.10000000,2.7775,2.19125,3.36375,2,3,Li-O-P-V,Li3V2(PO4)3,1.1724999999999999
Li:0.15384615|Na:0.15384615|O:0.53846154|P:0.15384615,5.2,5.2,5.2,1,1,Li-Na-O-P,α-Li2Na2P2O7,0.0
Li:0.16666667|O:0.58333333|Si:0.25000000,5.39,5.39,5.39,1,1,Li-O-Si,Li2Si3O7,0.0
Li:0.19047619|O:0.57142857|Ti:0.23809524,2.15,2.075,2.2249999999999996,2,2,Li-O-Ti,Li4Ti5O12,0.14999999999999947
Li:0.20000000|Mn:0.30000000|Ni:0.10000000|O:0.20000000|S:0.20000000,1.39,1.39,1.39,1,1,Li-Mn-Ni-O-S,LiNi0.5Mn1.5O4−δSδ,0.0
Li:0.20000000|Nb:0.20000000|O:0.60000000,3.8,3.2399999999999998,4.075,12,14,Li-Nb-O,LiNbO3,0.8350000000000004
Li:0.20000000|O:0.60000000|Ta:0.20000000,4.0,3.816,4.29,5,7,Li-O-Ta,LiTaO3,0.4740000000000002
Li:0.22222222|N:0.44444444|Si:0.22222222|Sr:0.11111111,3.5999999999999996,3.5999999999999996,3.5999999999999996,1,2,Li-N-Si-Sr,Li2SrSi2N4,0.0
Li:0.22222222|O:0.55555556|Si:0.22222222,4.6754999999999995,4.6754999999999995,4.6754999999999995,1,2,Li-O-Si,Li2Si2O5,0.0
Li:0.22222222|S:0.55555556|Sn:0.22222222,1.9,1.9,1.9,1,1,Li-S-Sn,Li2Sn2S5,0.0
Li:0.25000000|Ni:0.25000000|O:0.50000000,0.4,0.4,0.4,1,1,Li-Ni-O,LiNiO2,0.0
Li:0.25000000|O:0.50000000|Y:0.25000000,4.705,4.705,4.705,1,4,Li-O-Y,LiYO2,0.0
Li:0.25000000|S:0.50000000|Si:0.12500000|Zn:0.12500000,3.0,3.0,3.0,1,1,Li-S-Si-Zn,Li2ZnSiS4,0.0
Li:0.25000000|Se:0.50000000|Sn:0.12500000|Zn:0.12500000,2.315,2.2225,2.4074999999999998,2,2,Li-Se-Sn-Zn,Li2ZnSnSe4,0.1849999999999996
Li:0.26923077|O:0.53846154|P:0.15384615|Rb:0.03846154,5.45,5.45,5.45,1,2,Li-O-P-Rb,Li7Rb(P2O7)2,0.0
Li:0.33000000|O:0.50000000|Sb:0.00333333|Si:0.16666667,4.17,4.17,4.17,1,1,Li-O-Sb-Si,Li1.98Sb0.02SiO3,0.0
Li:0.33333333|Mg:0.33333333|P:0.33333333,2.43,2.43,2.43,1,1,Li-Mg-P,LiMgP,0.0
Li:0.33333333|Mg:0.33333333|Sb:0.33333333,1.75,1.75,1.75,1,1,Li-Mg-Sb,LiMgSb,0.0
Li:0.33333333|Mn:0.16666667|O:0.50000000,1.68,1.5899999999999999,1.9249999999999998,3,3,Li-Mn-O,Li2MnO3,0.33499999999999996
Li:0.33333333|N:0.33333333|Zn:0.33333333,2.2525,2.08125,2.4237499999999996,2,7,Li-N-Zn,LiZnN,0.3424999999999998
Li:0.33333333|O:0.33333333|Zn:0.33333333,3.24,3.24,3.24,1,1,Li-O-Zn,ZnO–Li,0.0
Li:0.33333333|O:0.50000000|Si:0.16666667,5.077,5.077,5.077,1,1,Li-O-Si,Li2SiO3,0.0
Li:0.33333333|O:0.50000000|Ti:0.16666667,3.3,3.2,3.82,5,6,Li-O-Ti,LTO,0.6199999999999997
Li:0.33333333|P:0.14285714|S:0.52380952,3.5,3.5,3.5,1,1,Li-P-S,Li7P3S11,0.0
Li:0.33333333|P:0.33333333|Sr:0.33333333,0.9600000000000001,0.9600000000000001,0.9600000000000001,1,2,Li-P-Sr,LiSrP,0.0
Li:0.33333333|P:0.33333333|Zn:0.33333333,2.0,2.0,2.02,3,5,Li-P-Zn,LiZnP,0.020000000000000018
Li:0.33333333|S:0.50000000|Sn:0.16666667,2.14,2.14,2.14,1,1,Li-S-Sn,Li2SnS3,0.0
Li:0.33333333|Se:0.50000000|Sn:0.16666667,1.95,1.95,1.95,1,1,Li-Se-Sn,Li2SnSe3,0.0
Li:0.37500000|Nb:0.12500000|O:0.50000000,4.0,4.0,4.0,1,1,Li-Nb-O,Li3NbO4,0.0
Li:0.37500000|O:0.50000000|P:0.12500000,5.75,5.75,5.75,1,1,Li-O-P,Li3PO4,0.0
Li:0.37500000|O:0.50000000|V:0.12500000,3.9,3.9,3.9,1,1,Li-O-V,Li3VO4,0.0
Li:0.37500000|P:0.12500000|S:0.50000000,4.0649999999999995,4.0375,4.0925,2,2,Li-P-S,β-Li3PS4,0.055000000000000604
Li:0.40000000|Mo:0.20000000|N:0.40000000,1.31,1.31,1.31,1,2,Li-Mo-N,MoN2Li2,0.0
Li:0.40000000|Mo:0.20000000|O:0.20000000|S:0.20000000,0.29,0.29,0.29,1,1,Li-Mo-O-S,Li2MoSO,0.0
Li:0.40000000|O:0.40000000|Zn:0.20000000,3.3,3.3,3.3,1,2,Li-O-Zn,Li2ZnO2,0.0
Li:0.44444444|O:0.44444444|Si:0.11111111,5.53,5.53,5.53,2,2,Li-O-Si,Li4SiO4,0.0
Li:0.44444444|O:0.44444444|Ti:0.11111111,4.64,4.64,4.64,1,1,Li-O-Ti,Li4TiO4,0.0
Li:0.50000000|Na:0.50000000,0.75,0.75,0.75,1,1,Li-Na,LiNa,0.0
Li:0.50000000|O:0.50000000,3.75,2.2425,4.800000000000001,6,6,Li-O,Li2O2,2.5575000000000006
Li:0.50000000|S:0.50000000,2.29,2.29,2.29,1,1,Li-S,Li2S2,0.0
Li:0.50000000|Si:0.50000000,0.34,0.34,0.34,1,1,Li-Si,LiSi,0.0
Li:0.50000000|Zn:0.50000000,3.43,3.43,3.43,1,1,Li-Zn,LiZn,0.0
Li:0.53333333|O:0.40000000|Zr:0.06666667,4.74,4.74,4.74,1,2,Li-O-Zr,Li8ZrO6,0.0
Li:0.55555556|N:0.33333333|Si:0.11111111,2.5,2.5,2.5,1,3,Li-N-Si,Li5SiN3,0.0
Li:0.66666667|O:0.33333333,4.55,3.315,5.275,3,3,Li-O,Li2O,1.9600000000000004
Li:0.66666667|S:0.33333333,3.6,3.3595,3.66,5,7,Li-S,Li2S,0.3005
Li:0.71428571|P:0.28571429,0.787,0.787,0.787,1,1,Li-P,Li5P2,0.0
Li:0.75000000|N:0.25000000,1.5999999999999999,1.1225,2.0975,4,4,Li-N,Li3N,0.9750000000000001
Li:0.75000000|Sb:0.25000000,1.02,0.86,1.1800000000000002,2,2,Li-Sb,Li3Sb,0.3200000000000002
Li:1.00000000,2.17,2.0,2.9450000000000003,11,12,Li,lithium,0.9450000000000003
Lu:0.40000000|O:0.40000000|S:0.20000000,3.41,3.41,3.41,1,1,Lu-O-S,Lu2O2S,0.0
Lu:0.40000000|O:0.60000000,5.675000000000001,5.5375000000000005,5.8125,2,2,Lu-O,Lu2O3,0.27499999999999947
Lu:0.50000000|N:0.50000000,1.55,1.55,1.55,1,1,Lu-N,LuN,0.0
Mg:0.00892857|O:0.99107143,3.37,3.37,3.37,1,2,Mg-O,MgO(111),0.0
Mg:0.00990099|O:0.99009901,3.12,3.12,3.12,1,2,Mg-O,MgO(100),0.0
Mg:0.02500000|O:0.50000000|Zn:0.47500000,3.52,3.52,3.52,1,1,Mg-O-Zn,ZnO / Mg0.1Zn0.9O,0.0
Mg:0.02564103|O:0.58974359|Sr:0.17948718|Ti:0.20512821,1.38,1.38,1.38,1,1,Mg-O-Sr-Ti,Sr7MgTi8O23,0.0
Mg:0.03500000|O:0.50000000|Zn:0.46500000,3.33,3.33,3.33,1,1,Mg-O-Zn,Mg0.07Zn0.93O,0.0
Mg:0.05000000|O:0.50000000|Zn:0.45000000,3.55,3.55,3.55,1,1,Mg-O-Zn,Zn0.9Mg0.1O,0.0
Mg:0.06500000|O:0.50000000|Zn:0.43500000,3.56,3.56,3.56,1,1,Mg-O-Zn,Zn0.87Mg0.13O,0.0
Mg:0.07142857|O:0.57142857|Si:0.14285714|Sr:0.21428571,5.96,5.96,5.96,1,1,Mg-O-Si-Sr,Sr3MgSi2O8,0.0
Mg:0.07692308|O:0.61538462|P:0.15384615|Pb:0.15384615,3.65,3.65,3.65,1,1,Mg-O-P-Pb,Pb2Mg(PO4)2,0.0
Mg:0.08333333|O:0.58333333|Si:0.16666667|Sr:0.16666667,3.85025,3.655375,4.0451250000000005,2,3,Mg-O-Si-Sr,Sr2MgSi2O7,0.3897500000000007
Mg:0.08500000|O:0.50000000|Zn:0.41500000,3.57,3.57,3.57,1,1,Mg-O-Zn,Zn0.83Mg0.17O,0.0
Mg:0.09473684|Na:0.14736842|O:0.58947368|P:0.16842105,5.9,5.9,5.9,1,2,Mg-Na-O-P,Na7Mg4.5(P2O7)4,0.0
Mg:0.10000000|O:0.50000000|Zn:0.40000000,3.6725,3.60125,3.74375,2,2,Mg-O-Zn,Mg0.2Zn0.8O,0.14250000000000007
Mg:0.12000000|O:0.50000000|Zn:0.38000000,3.87,3.87,3.87,1,1,Mg-O-Zn,Zn0.76Mg0.24O,0.0
Mg:0.12500000|Na:0.06250000|O:0.62500000|V:0.18750000,3.22,3.22,3.22,1,1,Mg-Na-O-V,NaMg2V3O10,0.0
Mg:0.12500000|O:0.50000000|Zn:0.37500000,3.83,3.83,3.83,1,1,Mg-O-Zn,Mg0.25Zn0.75O,0.0
Mg:0.12500000|O:0.62500000|P:0.12500000|V:0.12500000,0.5,0.5,0.5,1,1,Mg-O-P-V,MgVPO4O,0.0
Mg:0.12500000|O:0.62500000|Ti:0.25000000,3.4124999999999996,3.40625,3.4187499999999997,2,3,Mg-O-Ti,MgTi2O5,0.012499999999999734
Mg:0.13000000|O:0.50000000|Zn:0.37000000,3.94,3.94,3.94,1,1,Mg-O-Zn,Mg.26Zn.74O,0.0
Mg:0.14285714|O:0.57142857|V:0.28571429,2.81,2.81,2.81,1,1,Mg-O-V,MgV2O4,0.0
Mg:0.14285714|Sc:0.28571429|Se:0.57142857,2.15,2.15,2.15,1,1,Mg-Sc-Se,MgSc2Se4,0.0
Mg:0.15217391|N:0.47826087|Si:0.19565217|Sr:0.17391304,2.9,2.9,2.9,1,1,Mg-N-Si-Sr,Sr8Mg7Si9N22,0.0
Mg:0.16666667|O:0.66666667|S:0.16666667,5.495,5.495,5.495,1,1,Mg-O-S,α-MgSO4,0.0
Mg:0.16666667|O:0.66666667|W:0.16666667,3.1825,3.0012499999999998,3.36375,2,3,Mg-O-W,MgWO4,0.36250000000000027
Mg:0.20000000|N:0.20000000|O:0.20000000|Ta:0.40000000,2.18,2.18,2.18,1,2,Mg-N-O-Ta,MgTa2O6−xNx,0.0
Mg:0.20000000|O:0.40000000|Zn:0.40000000,3.8049999999999997,3.7075,3.9025,2,2,Mg-O-Zn,ZnO / Zn1−xMgxO,0.19499999999999984
Mg:0.20000000|O:0.50000000|Zn:0.30000000,4.1,3.961,4.199999999999999,3,3,Mg-O-Zn,Zn0.6Mg0.4O,0.23899999999999944
Mg:0.20000000|O:0.60000000|Ti:0.20000000,3.5500000000000003,3.4750000000000005,3.625,2,2,Mg-O-Ti,magnesium titanates,0.14999999999999947
Mg:0.22000000|O:0.50000000|Zn:0.28000000,4.25,4.25,4.25,1,1,Mg-O-Zn,Mg0.44Zn0.56O,0.0
Mg:0.22500000|O:0.50000000|Zn:0.27500000,4.4,4.4,4.4,1,1,Mg-O-Zn,Mg0.45Zn0.55O,0.0
Mg:0.25000000|N:0.50000000|Ti:0.25000000,1.205,0.9332500000000001,1.5,4,4,Mg-N-Ti,TiMgN2,0.5667499999999999
Mg:0.25000000|O:0.50000000|Zn:0.25000000,4.65,3.825,4.96,3,3,Mg-O-Zn,MgO / ZnO,1.1349999999999998
Mg:0.27500000|O:0.50000000|Zn:0.22500000,4.55,4.55,4.55,1,1,Mg-O-Zn,Mg0.55Zn0.45O,0.0
Mg:0.28571429|O:0.57142857|Ti:0.14285714,3.55,3.55,3.55,1,1,Mg-O-Ti,Mg2TiO4,0.0
Mg:0.28571429|S:0.57142857|Sn:0.14285714,2.05,2.05,2.05,1,1,Mg-S-Sn,Mg2SnS4,0.0
Mg:0.30000000|O:0.50000000|Zn:0.20000000,5.0,5.0,5.0,1,1,Mg-O-Zn,Mg0.6Zn0.4O,0.0
Mg:0.33333333|O:0.33333333|Zn:0.33333333,3.7199999999999998,3.38,3.99,31,35,Mg-O-Zn,Zn1−xMgxO,0.6100000000000003
Mg:0.33333333|O:0.66666667,5.96,5.96,5.96,1,1,Mg-O,MgO2,0.0
Mg:0.33333333|S:0.33333333|Zn:0.33333333,3.32,3.32,3.32,1,1,Mg-S-Zn,Zn1−xMgxS,0.0
Mg:0.37500000|S:0.12500000|Se:0.37500000|Zn:0.12500000,3.2,3.2,3.2,1,1,Mg-S-Se-Zn,Mg0.75Zn0.25S0.25Se0.75,0.0
Mg:0.47500000|Mn:0.02500000|O:0.50000000,3.57,3.57,3.57,1,4,Mg-Mn-O,Mg0.95Mn0.05O,0.0
Mg:0.48150000|Ni:0.01850000|O:0.50000000,1.8,1.8,1.8,1,1,Mg-Ni-O,Ni0.037Mg0.963O,0.0
Mg:0.50000000|O:0.50000000,4.0789,3.225,4.86,43,56,Mg-O,MgO,1.6350000000000002
Mg:0.50000000|S:0.50000000,4.5,1.6185,4.5,6,8,Mg-S,Magnesium sulfide,2.8815
Mg:0.50000000|Se:0.50000000,4.0,3.3674999999999997,4.0,3,4,Mg-Se,MgSe,0.6325000000000003
Mg:0.50000000|Si:0.50000000,2.65,2.65,2.65,1,1,Mg-Si,MgSi,0.0
Mg:0.50000000|Te:0.50000000,3.55,2.975,4.125,2,2,Mg-Te,MgTe,1.15
Mg:0.60000000|N:0.40000000,1.86,1.65,2.68,5,7,Mg-N,Mg3N2,1.0300000000000002
Mg:0.60000000|Sb:0.40000000,0.55827,0.504135,0.6,6,6,Mg-Sb,Mg3Sb2,0.09586499999999998
Mg:0.66666667|O:0.33333333,2.3,2.3,2.3,1,3,Mg-O,Mg / MgO,0.0
Mg:0.66666667|Si:0.16666667|Sn:0.16666667,0.56,0.56,0.56,1,1,Mg-Si-Sn,Mg2Si0.5Sn0.5,0.0
Mg:0.66666667|Si:0.33333333,0.73,0.5974999999999999,0.77,11,12,Mg-Si,Mg2Si,0.1725000000000001
Mg:0.66666667|Sn:0.33333333,0.55,0.425,0.675,2,2,Mg-Sn,Mg2Sn,0.25000000000000006
Mg:1.00000000,2.05,2.025,2.075,2,2,Mg,Mg1,0.050000000000000266
Mn:0.00500000|O:0.50000000|Zn:0.49500000,1.25,1.25,1.25,1,1,Mn-O-Zn,Zn0.99Mn0.01O,0.0
Mn:0.01000000|O:0.50000000|Zn:0.49000000,2.8499999999999996,2.8499999999999996,2.8499999999999996,1,2,Mn-O-Zn,Zn0.98Mn0.02O,0.0
Mn:0.01000000|S:0.50000000|Zn:0.49000000,3.93,3.93,3.93,1,1,Mn-S-Zn,Zn0.98Mn0.02S,0.0
Mn:0.01500000|O:0.50000000|Zn:0.48500000,3.54,3.54,3.54,1,1,Mn-O-Zn,Zn0.97Mn0.03O,0.0
Mn:0.01666667|O:0.33333333|S:0.33333333|Zn:0.31666667,3.075,3.075,3.075,1,1,Mn-O-S-Zn,Zn0.95Mn0.05O1−ySy,0.0
Mn:0.05405405|O:0.75675676|W:0.18918919,2.7249999999999996,2.7249999999999996,2.7249999999999996,1,1,Mn-O-W,manganese tungstate,0.0
Mn:0.05882353|Na:0.05882353|O:0.70588235|S:0.17647059,3.61,3.61,3.61,1,1,Mn-Na-O-S,Na2+2xMn2−x(SO4)3,0.0
Mn:0.06250000|O:0.50000000|Zn:0.43750000,2.5,2.5,2.5,1,1,Mn-O-Zn,Zn14Mn2O16,0.0
Mn:0.06666667|Ti:0.93333333,2.64,2.64,2.64,1,1,Mn-Ti,Ti14Mn,0.0
Mn:0.07142857|S:0.57142857|Sn:0.14285714|Sr:0.21428571,2.33,2.33,2.33,1,1,Mn-S-Sn-Sr,Sr3MnSn2S8,0.0
Mn:0.11111111|O:0.66666667|Sb:0.22222222,1.78,1.78,1.78,1,1,Mn-O-Sb,MnSb2O6,0.0
Mn:0.11111111|O:0.66666667|Ti:0.11111111|W:0.11111111,2.7,2.7,2.7,1,1,Mn-O-Ti-W,MnWO4 / TiO2,0.0
Mn:0.12000000|Na:0.08000000|O:0.64000000|S:0.16000000,2.229,2.229,2.229,1,2,Mn-Na-O-S,Na2Mn3(SO4)4,0.0
Mn:0.14285714|S:0.57142857|Sb:0.28571429,1.7425,1.71625,1.7687499999999998,2,3,Mn-S-Sb,MnSb2S4,0.05249999999999977
Mn:0.14285714|Sb:0.14285714|Se:0.57142857|Sn:0.14285714,0.32,0.32,0.32,1,1,Mn-Sb-Se-Sn,MnSb2−xSnxSe4,0.0
Mn:0.14285714|Sb:0.28571429|Se:0.57142857,0.31,0.31,0.31,1,1,Mn-Sb-Se,MnSb2Se4,0.0
Mn:0.15000000|S:0.50000000|Zn:0.35000000,3.25,3.25,3.25,1,1,Mn-S-Zn,Zn0.70Mn0.30S,0.0
Mn:0.16666667|O:0.58333333|Sr:0.25000000,0.73,0.73,0.73,1,1,Mn-O-Sr,Sr3Mn2O7,0.0
Mn:0.16666667|O:0.66666667|W:0.16666667,2.63,2.6,2.7249999999999996,5,6,Mn-O-W,MnWO4,0.12499999999999956
Mn:0.18181818|O:0.63636364|V:0.18181818,1.505,1.3575,1.6525,2,3,Mn-O-V,β-Mn2V2O7,0.29500000000000015
Mn:0.20000000|Ni:0.20000000|O:0.60000000,1.9,1.9,1.9,1,1,Mn-Ni-O,NiMnO3,0.0
Mn:0.20000000|O:0.60000000|Re:0.20000000,1.1,1.1,1.1,1,1,Mn-O-Re,ReMnO3,0.0
Mn:0.20000000|O:0.60000000|Sm:0.20000000,0.69,0.69,0.69,1,2,Mn-O-Sm,SmMnO3,0.0
Mn:0.20000000|O:0.60000000|Sr:0.20000000,0.3,0.3,0.3,1,1,Mn-O-Sr,SrMnO3,0.0
Mn:0.20000000|O:0.60000000|Ti:0.20000000,2.34,1.475,3.47,4,6,Mn-O-Ti,MnTiO3,1.995
Mn:0.20000000|O:0.60000000|Y:0.20000000,1.5,1.5,1.5,2,2,Mn-O-Y,YMnO3,0.0
Mn:0.20000000|O:0.60000000|Zn:0.20000000,2.68,2.43,2.93,2,2,Mn-O-Zn,ZnMnO3,0.5
Mn:0.20000000|S:0.60000000|Zn:0.20000000,2.7,2.7,2.7,1,1,Mn-S-Zn,ZnS / MnS2,0.0
Mn:0.22222222|O:0.77777778,1.24,0.86,1.62,2,3,Mn-O,manganese oxide,0.7600000000000001
Mn:0.22222222|S:0.77777778,3.1,3.1,3.4000000000000004,3,3,Mn-S,manganese sulfide,0.30000000000000027
Mn:0.22222222|Se:0.77777778,2.65,2.65,2.65,1,1,Mn-Se,manganese selenide,0.0
Mn:0.25000000|N:0.25000000|O:0.25000000|Sr:0.25000000,2.0,2.0,2.0,1,1,Mn-N-O-Sr,MnSrNO,0.0
Mn:0.25000000|Ni:0.25000000|O:0.25000000|Zn:0.25000000,3.2750000000000004,3.2750000000000004,3.2750000000000004,1,1,Mn-Ni-O-Zn,NiMnZnO,0.0
Mn:0.25000000|O:0.25000000|S:0.25000000|Ti:0.25000000,1.95,1.95,1.95,1,1,Mn-O-S-Ti,MnTiSO,0.0
Mn:0.25000000|O:0.75000000,1.1,1.1,1.1,1,1,Mn-O,MnO3,0.0
Mn:0.28571429|Ni:0.14285714|O:0.57142857,2.4050000000000002,2.1925,2.6175,2,2,Mn-Ni-O,NiMn2O4,0.42500000000000027
Mn:0.28571429|O:0.57142857|Zn:0.14285714,2.54375,1.793125,3.325,4,5,Mn-O-Zn,ZnMn2O4,1.531875
Mn:0.33333333|Ni:0.08333333|O:0.58333333,2.8,2.8,2.8,1,1,Mn-Ni-O,MnNiO3 / Mn3O4,0.0
Mn:0.33333333|Ni:0.11111111|O:0.55555556,2.78,2.78,2.78,1,1,Mn-Ni-O,Mn3O4–NiO,0.0
Mn:0.33333333|O:0.33333333|Zn:0.33333333,3.4475000000000002,3.3012500000000005,3.59375,2,7,Mn-O-Zn,Zn1−xMnxO,0.29249999999999954
Mn:0.33333333|O:0.66666667,2.0,1.28,2.5,29,45,Mn-O,MnO2,1.22
Mn:0.33333333|Pt:0.33333333|Sb:0.33333333,1.1505,1.1505,1.1505,1,2,Mn-Pt-Sb,PtMnSb,0.0
Mn:0.33333333|S:0.33333333|Zn:0.33333333,4.0,4.0,4.0,1,1,Mn-S-Zn,Mn @ ZnS,0.0
Mn:0.33333333|S:0.66666667,3.7,3.7,3.7,1,1,Mn-S,MnS2,0.0
Mn:0.33333333|Sb:0.33333333|Y:0.33333333,0.49,0.49,0.49,1,1,Mn-Sb-Y,YMnSb,0.0
Mn:0.33333333|Se:0.33333333|Ti:0.33333333,1.065,1.065,1.065,1,1,Mn-Se-Ti,MnTiSe,0.0
Mn:0.36170213|Si:0.63829787,0.8725,0.8725,0.8725,1,2,Mn-Si,Mn17Si30,0.0
Mn:0.40000000|O:0.60000000,1.8624999999999998,1.29,2.4225,8,10,Mn-O,Mn2O3,1.1324999999999998
Mn:0.42857143|O:0.57142857,2.08,1.9249999999999998,2.54,14,20,Mn-O,Mn3O4,0.6150000000000002
Mn:0.42857143|Se:0.57142857,0.62,0.62,0.62,1,1,Mn-Se,Mn3Se4,0.0
Mn:0.50000000|O:0.50000000,4.2,3.21,4.2,12,13,Mn-O,MnO,0.9900000000000002
Mn:0.50000000|Ru:0.25000000|Si:0.25000000,0.336,0.336,0.336,2,2,Mn-Ru-Si,RuMn 2Si,0.0
Mn:0.50000000|S:0.50000000,3.1,3.1,3.26,9,12,Mn-S,MnS,0.1599999999999997
Mn:0.50000000|Se:0.50000000,3.5,3.5,3.5,1,1,Mn-Se,MnSe,0.0
Mn:0.50000000|Si:0.25000000|Zr:0.25000000,0.29832,0.29832,0.29832,1,1,Mn-Si-Zr,Mn2ZrSi,0.0
Mn:0.50000000|Sr:0.50000000,2.95,2.95,2.95,1,1,Mn-Sr,MnSr,0.0
Mn:0.50000000|Te:0.50000000,1.3,0.83,1.3,5,8,Mn-Te,MnTe,0.4700000000000001
Mn:0.50000000|V:0.50000000,2.801,2.801,2.801,1,1,Mn-V,MnV,0.0
Mn:0.66666667|Te:0.33333333,1.19,1.19,1.19,1,1,Mn-Te,Mn2Te,0.0
Mn:1.00000000,2.6784999999999997,1.7449999999999999,3.02175,6,6,Mn,Manganese,1.27675
Mo:0.00000047|S:0.99999953,1.8,1.8,1.8,1,1,Mo-S,"MoS21,2,3,4,5,6",0.0
Mo:0.00004665|S:0.99995335,2.4,2.4,2.4,1,1,Mo-S,"MoS214,33",0.0
Mo:0.00049950|S:0.99950050,1.97,1.97,1.97,1,1,Mo-S,MoS2(001),0.0
Mo:0.02325581|O:0.97674419,2.7,2.7,2.7,1,1,Mo-O,MoO42−,0.0
Mo:0.04545455|S:0.95454545,1.2,1.2,1.2,1,1,Mo-S,MoS21,0.0
Mo:0.05263158|O:0.63157895|Y:0.31578947,2.3674999999999997,2.02625,2.7087499999999998,2,3,Mo-O-Y,Y6MoO12,0.6824999999999997
Mo:0.09090909|O:0.63636364|Te:0.09090909|Zn:0.18181818,3.95,3.95,3.95,1,1,Mo-O-Te-Zn,Zn2(MoO4)(TeO3),0.0
Mo:0.10000000|O:0.50000000|Pt:0.10000000|Ti:0.30000000,2.6,2.6,2.6,1,1,Mo-O-Pt-Ti,Pt / Ti3O5–Mo,0.0
